file,lat,lon,410pred,410err,410amp,410qual
19950518A.atlantic.SNZO.BHT,-41.3087005615,174.704299927,-162.510689849,0.21822502264000002,0.0642925302563,0.6625
19950523A.atlantic.CRY.BHT,33.5653991699,-116.737297058,-162.420470517,0.145177805033,0.0599526353267,0.68
19950523A.atlantic.ICAN.BHT,37.5048828125,-121.327774048,-158.240536136,0.206299454469,0.023374579040099996,0.615
19950523A.atlantic.RDM.BHT,33.6300010681,-116.847801208,-159.02268555,0.09159123860349999,0.0530776011638,0.74
19950529A.santacruz.BOCO.BHT,4.58690023422,-74.0431976318,-153.543566715,0.126072073896,0.14179739854499998,0.62
19950529A.santacruz.KBS.BHT,78.915397644,11.9385004044,-159.99364052,0.13870495134400002,0.162710850208,0.62
19950531A.mexico.BRVK.BHT,53.0581016541,70.2827987671,-150.155856989,0.14628248468,0.163329405537,0.9275
19950531A.mexico.ZRN.BHT,52.9510002136,69.0043029785,-154.087522458,0.104685818611,0.139455265685,0.625
19950621A.balleny.CMB.BHT,38.0345497131,-120.386512756,-151.461241291,0.0962282713988,0.116003489726,0.705
19950621A.balleny.KBS.BHT,78.915397644,11.9385004044,-160.77021816299998,0.20418415462099998,0.0533159310339,0.6625
19950621A.balleny.MBC.BHT,76.2416992188,-119.36000061,-154.122128079,0.114994892815,0.124650924815,0.6525
19950621A.balleny.MLR.BHT,45.4911994934,25.9456005096,-159.97022752200002,0.127167476052,0.12248764205700001,0.8675
19950621A.balleny.SCZ.BHT,36.5979995728,-121.402999878,-162.943205,0.154814092826,0.0669901653045,0.695
19950625A.png.TACA.BHT,-18.8276004791,-66.7337036133,-157.354841519,0.22590685434399999,0.0907789116918,0.6525
19950627A.honduras.CTAO.BHT,-20.0881996155,146.254501343,-157.760926459,0.20989451357500002,0.09615827396950001,0.68
19950630A.california.ARU.BHT,56.4301986694,58.5625,-161.53523336700002,0.0769161655869,0.228763321297,0.715
19950630A.california.DRV.BHT,-66.6649093628,140.002075195,-155.46820894799998,0.191191201612,0.15520053196,0.7325
19950711A.china.KOG.BHT,5.20699977875,-52.7319984436,-149.395976024,0.13116530014799999,0.0903637997919,0.73
19950712A.loyalty.MAK.BHT,46.8074989319,81.9774017334,-151.38350782,0.08407356878569999,0.203084136029,0.7525
19950727A.indianocean.PFO.BHT,33.6091995239,-116.455299377,-156.407991858,0.106402288381,0.20238261194899998,0.72
19950730A.chile.INU.BHT,35.3499984741,137.029006958,-163.292432169,0.0987408234557,0.128767104493,0.6925
19950730A.chile.TSK.BHT,36.2108001709,140.109695435,-161.298513602,0.167183952238,0.139317482236,0.705
19950807A.micronesia.CRUZ.BHT,-19.1033992767,-66.2211990356,-162.948020415,0.131020681053,0.120329479891,0.895
19950817A.png.MM17.BHT,38.6694412231,-89.3255462646,-153.57601398,0.113265278146,0.159825955628,0.7675
19950823A.pacific.BJT.BHT,40.0182991028,116.167900085,-153.892921436,0.414507726024,0.147442945069,0.65
19950823A.pacific.ZRN.BHT,52.9510002136,69.0043029785,-159.634866564,0.106175038112,0.341912300622,0.75
19950828A.california.DRV.BHT,-66.6649093628,140.002075195,-156.79947192,0.08102612550010001,0.14879251817,0.8725
